Project_Name,condo_name,Price,Room_Type,Floor,Bedrooms,Bathrooms,Room_Size,Original_Link,district_name,latitude,longitude,district_clean,condo_id,total_problems,total_score,total_unresolved,unique_tickets,unique_unresolved,count_cleanliness,count_environment,count_flood,count_noise,count_other,count_road,count_safety,score_cleanliness,score_environment,score_flood,score_noise,score_other,score_road,score_safety,unresolved_cleanliness,unresolved_environment,unresolved_flood,unresolved_noise,unresolved_other,unresolved_road,unresolved_safety,dist_to_bts_m,nearest_bts,near_bts,norm_safety,risk_safety,norm_environment,risk_environment,norm_other,risk_other,norm_road,risk_road,norm_cleanliness,risk_cleanliness,norm_flood,risk_flood,norm_noise,risk_noise,risk_non_travel,risk_travel_raw,travel_factor,risk_travel_effective,raw_risk,risk_score_0_100,safety_score_0_100,price_per_sqm,price_score_0_100,quality_label,value_index,safety_pct_in_district,price_pct_in_district,value_index_pct_in_district,overall_pct_in_district,overall_score_0_100,Cluster_Label,livability
คอนโด 2-ห้องนอน ที่ โรงแรม หรรษา ใกล้ BTS ราชดำริ (ID 1395574),Hansar Rajdamri,13000000.0,2 ห้องนอน,23,2 ห้องนอน,2 ห้องน้ำ,130.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%A1-%E0%B8%AB%E0%B8%A3%E0%B8%A3%E0%B8%A9%E0%B8%B2-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-id-1395574--b27e0962---5442627,เขตปทุมวัน,13.7396618,100.5412494,ปทุมวัน,1363,12128,16292.65,2942,7908,1905,223.0,25.0,27.0,12.0,11010.0,624.0,207.0,602.75,87.0,140.4,48.6,12757.3,1774.25,882.35,21.0,8.0,15.0,6.0,2695.0,125.0,72.0,201.561086372004,สถานีราชดำริ,True,0.29445234708392604,1.030583214793741,0.5681818181818182,1.7045454545454546,0.6067787269220171,0.6067787269220171,0.531063829787234,1.327659574468085,0.31408450704225355,0.7852112676056339,0.2231404958677686,0.8925619834710744,0.32432432432432434,0.972972972972973,5.992653620310894,1.327659574468085,0.0,0.0,5.992653620310894,34.22931524601977,65.77068475398022,100000.0,9.790095031602608,Bad,55.980589722377616,80.0,4.3478260869565215,92.6086956521739,84.34782608695653,73.10245081830537,Premium Low-Risk,73.10245081830537
คอนโด 3-ห้องนอน ที่ เดอะ เรสซิเดนเซส แอท เซนต์ รีจิส ใกล้ BTS ราชดำริ (ID 2359389),The Residences at The St. Regis Bangkok,140000000.0,3 ห้องนอน,,3 ห้องนอน,4 ห้องน้ำ,458.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-3-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B8%8B%E0%B8%B4%E0%B9%80%E0%B8%94%E0%B8%99%E0%B9%80%E0%B8%8B%E0%B8%AA-%E0%B9%81%E0%B8%AD%E0%B8%97-%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B8%A3%E0%B8%B5%E0%B8%88%E0%B8%B4%E0%B8%AA-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-id-2359389--afec08f1---5516036,เขตปทุมวัน,13.7389968,100.5395726,ปทุมวัน,1364,10668,14135.2,2659,7128,1735,145.0,26.0,24.0,11.0,9800.0,485.0,177.0,396.0,91.5,124.0,42.9,11340.6,1390.5,749.7,20.0,9.0,14.0,6.0,2437.0,111.0,62.0,54.4105743617704,สถานีราชดำริ,True,0.25177809388335703,0.8812233285917497,0.5909090909090909,1.772727272727273,0.5400936897216864,0.5400936897216864,0.4127659574468085,1.0319148936170213,0.20422535211267606,0.5105633802816901,0.19834710743801653,0.7933884297520661,0.2972972972972973,0.8918918918918919,5.389887992966357,1.0319148936170213,0.0,0.0,5.389887992966357,29.87792660540795,70.12207339459205,305676.8558951965,30.405750169940877,Bad,39.71632322465118,86.08695652173914,74.34782608695653,70.86956521739131,78.69565217391305,69.96372632523216,Premium Low-Risk,69.96372632523216
คอนโด 2-ห้องนอน ที่ สโคป หลังสวน ใกล้ BTS ชิดลม (ID 2362576),SCOPE Langsuan,85000000.0,2 ห้องนอน,,2 ห้องนอน,2 ห้องน้ำ,156.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%AA%E0%B9%82%E0%B8%84%E0%B8%9B-%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%99-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-id-2362576---5520660,เขตปทุมวัน,13.742486063,100.544099688,ปทุมวัน,1365,13104,17954.45,3225,8319,2046,253.0,24.0,43.0,16.0,11718.0,806.0,244.0,687.5,84.0,208.0,63.3,13599.1,2308.75,1003.8,27.0,8.0,18.0,9.0,2909.0,186.0,68.0,219.7052398390787,สถานีชิดลม,True,0.34708392603129445,1.2147937411095306,0.5454545454545454,1.6363636363636362,0.6457977404243593,0.6457977404243593,0.6859574468085107,1.7148936170212767,0.3563380281690141,0.8908450704225352,0.35537190082644626,1.421487603305785,0.43243243243243246,1.2972972972972974,7.1065850889231434,1.7148936170212767,0.0,0.0,7.1065850889231434,42.27083008868478,57.72916991131522,544871.7948717949,54.381030963274824,Bad,3.3481389480403934,58.26086956521739,96.52173913043478,26.08695652173913,49.56521739130435,54.0961096489382,Premium Low-Risk,54.0961096489382
คอนโด 3-ห้องนอน ที่ เดอะ พาร์ค ชิดลม ใกล้ BTS ชิดลม (ID 2400815),The Park Chidlom,65000000.0,3 ห้องนอน,10,3 ห้องนอน,4 ห้องน้ำ,258.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-3-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-id-2400815---5549663,เขตปทุมวัน,13.7475929,100.5450391,ปทุมวัน,1366,10542,14340.05,2459,6636,1550,268.0,19.0,45.0,9.0,9442.0,606.0,153.0,723.75,64.5,212.0,34.8,10919.9,1749.5,635.6,26.0,5.0,16.0,4.0,2217.0,144.0,47.0,458.55765869515227,สถานีชิดลม,True,0.21763869132290184,0.7617354196301565,0.4318181818181818,1.2954545454545454,0.5203637365665472,0.5203637365665472,0.5157446808510638,1.2893617021276595,0.37746478873239436,0.9436619718309859,0.371900826446281,1.487603305785124,0.24324324324324326,0.7297297297297298,5.738548708997088,1.2893617021276595,0.0,0.0,5.738548708997088,32.39492195208605,67.60507804791395,251937.98449612403,25.019329634363924,Bad,42.58574841355002,83.91304347826087,59.56521739130435,74.34782608695653,78.26086956521739,69.81775574323058,Premium Low-Risk,69.81775574323058
คอนโด 1-ห้องนอน ที่ สโคป หลังสวน ใกล้ BTS ชิดลม (ID 2435411),SCOPE Langsuan,38000000.0,1 ห้องนอน,,1 ห้องนอน,1 ห้องน้ำ,83.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%AA%E0%B9%82%E0%B8%84%E0%B8%9B-%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%99-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-id-2435411--afdb0915---5588968,เขตปทุมวัน,13.742486063,100.544099688,ปทุมวัน,1367,13104,17954.45,3225,8319,2046,253.0,24.0,43.0,16.0,11718.0,806.0,244.0,687.5,84.0,208.0,63.3,13599.1,2308.75,1003.8,27.0,8.0,18.0,9.0,2909.0,186.0,68.0,219.7052398390787,สถานีชิดลม,True,0.34708392603129445,1.2147937411095306,0.5454545454545454,1.6363636363636362,0.6457977404243593,0.6457977404243593,0.6859574468085107,1.7148936170212767,0.3563380281690141,0.8908450704225352,0.35537190082644626,1.421487603305785,0.43243243243243246,1.2972972972972974,7.1065850889231434,1.7148936170212767,0.0,0.0,7.1065850889231434,42.27083008868478,57.72916991131522,457831.3253012048,45.656683753977475,Bad,12.072486157337742,58.26086956521739,93.91304347826087,50.0,57.391304347826086,56.713413811727406,Premium Low-Risk,56.713413811727406
คอนโด 1-ห้องนอน ที่ 185 ราชดำริ ใกล้ BTS ราชดำริ (ID 2072758),185 Ratchadamri,21000000.0,1 ห้องนอน,8,1 ห้องนอน,1 ห้องน้ำ,78.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-185-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-id-2072758--adfe0943---5616347,เขตปทุมวัน,13.735693302,100.539373195,ปทุมวัน,1368,7164,9684.85,1964,4656,1223,77.0,14.0,17.0,8.0,6552.0,351.0,145.0,217.0,43.5,82.4,31.5,7637.8,1043.0,629.65,14.0,1.0,6.0,5.0,1772.0,106.0,60.0,431.3628700717278,สถานีราชดำริ,True,0.20625889046941678,0.7219061166429588,0.3181818181818182,0.9545454545454546,0.36109120969964176,0.36109120969964176,0.2987234042553191,0.7468085106382978,0.10845070422535211,0.27112676056338025,0.14049586776859505,0.5619834710743802,0.21621621621621623,0.6486486486486487,3.519301661174464,0.7468085106382978,0.0,0.0,3.519301661174464,16.374090709353435,83.62590929064656,269230.76923076925,26.75264126497648,Perfect,56.873268025670086,98.04347826086956,64.78260869565217,94.34782608695652,99.56521739130434,80.51234412395965,Premium Low-Risk,80.51234412395965
คอนโด 3-ห้องนอน ที่ คลาส หลังสวน ใกล้ BTS ชิดลม (ID 391638),Klass Langsuan,27500000.0,3 ห้องนอน,1,3 ห้องนอน,4 ห้องน้ำ,110.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-3-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%84%E0%B8%A5%E0%B8%B2%E0%B8%AA-%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%99-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-id-391638--a35408fd---5388874,เขตปทุมวัน,13.742047653,100.5442031,ปทุมวัน,1369,13650,18679.8,3281,8605,2067,266.0,22.0,47.0,17.0,12195.0,842.0,261.0,722.5,75.0,226.4,69.0,14111.5,2410.0,1065.4,29.0,6.0,18.0,9.0,2954.0,192.0,73.0,268.7600824579326,สถานีชิดลม,True,0.3712660028449502,1.2994310099573256,0.5,1.5,0.6720859740975476,0.6720859740975476,0.7165957446808511,1.7914893617021277,0.37464788732394366,0.9366197183098591,0.3884297520661157,1.5537190082644627,0.4594594594594595,1.3783783783783785,7.340234089007574,1.7914893617021277,0.0,0.0,7.340234089007574,43.957551359333095,56.042448640666905,250000.0,24.82507919300217,Bad,31.217369447664733,55.869565217391305,57.608695652173914,66.52173913043478,63.47826086956522,61.78219029056618,Premium Low-Risk,61.78219029056618
คอนโด 1-ห้องนอน ที่ โนเบิล เพลินจิต ใกล้ BTS เพลินจิต (ID 1877714),Noble Ploenchit,10270000.0,1 ห้องนอน,,1 ห้องนอน,1 ห้องน้ำ,46.53,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-id-1877714--bf3509e9---5415613,เขตปทุมวัน,13.7437679,100.5484707,ปทุมวัน,1370,17604,24566.9,3306,10095,1993,684.0,21.0,69.0,21.0,15172.0,1084.0,553.0,1802.25,72.0,311.6,77.1,17156.9,3032.0,2115.05,50.0,6.0,16.0,7.0,2940.0,197.0,90.0,113.90567657505846,สถานีเพลินจิต,True,0.786628733997155,2.7532005689900427,0.4772727272727273,1.4318181818181819,0.8361532102507578,0.8361532102507578,0.9225531914893617,2.3063829787234043,0.9633802816901409,2.408450704225352,0.5702479338842975,2.28099173553719,0.5675675675675675,1.7027027027027026,11.413317103524227,2.3063829787234043,0.0,0.0,11.413317103524227,73.36129695729838,26.63870304270162,220717.8164624973,21.890031421685187,Bad,4.748671621016435,26.304347826086953,42.608695652173914,32.17391304347826,36.95652173913043,42.08008270338557,Premium Low-Risk,42.08008270338557
คอนโด 1-ห้องนอน ที่ แมกโนเลียส์ ราชดำริ บูเลอวาร์ด ใกล้ BTS ราชดำริ (ID 1346060),Magnolias Ratchadamri Boulevard,11000000.0,1 ห้องนอน,22,1 ห้องนอน,1 ห้องน้ำ,56.04,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%81%E0%B8%A1%E0%B8%81%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-%E0%B8%9A%E0%B8%B9%E0%B9%80%E0%B8%A5%E0%B8%AD%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%94-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-id-1346060--b4e9098e---5520629,เขตปทุมวัน,13.7424253,100.5407605,ปทุมวัน,1371,11899,16088.199999999999,2895,7754,1867,244.0,25.0,34.0,14.0,10754.0,628.0,200.0,665.0,88.5,174.0,54.9,12478.9,1782.0,844.9,27.0,9.0,19.0,8.0,2637.0,128.0,67.0,317.36725297196415,สถานีชิดลม,True,0.2844950213371266,0.9957325746799431,0.5681818181818182,1.7045454545454546,0.5926701570680628,0.5926701570680628,0.534468085106383,1.3361702127659574,0.3436619718309859,0.8591549295774648,0.2809917355371901,1.1239669421487604,0.3783783783783784,1.135135135135135,6.411205193154821,1.3361702127659574,0.0,0.0,6.411205193154821,37.250855421770765,62.749144578229235,196288.36545324768,19.44138869504682,Bad,43.30775588318241,71.52173913043478,32.17391304347826,76.95652173913044,73.91304347826086,68.09198459624642,Premium Low-Risk,68.09198459624642
คอนโด 1-ห้องนอน ที่ โนเบิล เพลินจิต ใกล้ BTS เพลินจิต (ID 2400837),Noble Ploenchit,9800000.0,1 ห้องนอน,14,1 ห้องนอน,1 ห้องน้ำ,45.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-id-2400837---5556502,เขตปทุมวัน,13.7437679,100.5484707,ปทุมวัน,1372,17604,24566.9,3306,10095,1993,684.0,21.0,69.0,21.0,15172.0,1084.0,553.0,1802.25,72.0,311.6,77.1,17156.9,3032.0,2115.05,50.0,6.0,16.0,7.0,2940.0,197.0,90.0,113.90567657505846,สถานีเพลินจิต,True,0.786628733997155,2.7532005689900427,0.4772727272727273,1.4318181818181819,0.8361532102507578,0.8361532102507578,0.9225531914893617,2.3063829787234043,0.9633802816901409,2.408450704225352,0.5702479338842975,2.28099173553719,0.5675675675675675,1.7027027027027026,11.413317103524227,2.3063829787234043,0.0,0.0,11.413317103524227,73.36129695729838,26.63870304270162,217777.77777777778,21.59534185462745,Bad,5.043361188074172,26.304347826086953,40.43478260869565,39.130434782608695,38.69565217391304,42.168489573502896,Premium Low-Risk,42.168489573502896
คอนโด 1-ห้องนอน ที่ ดิ เอ็มบาสซี่ ไวร์เลส ใกล้ BTS เพลินจิต (ID 1814315),The Embassy Wireless,12880000.0,1 ห้องนอน,13,1 ห้องนอน,1 ห้องน้ำ,46.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%94%E0%B8%B4-%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%AA%E0%B8%8B%E0%B8%B5%E0%B9%88-%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%A5%E0%B8%AA-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-id-1814315--b28609dd---5616157,เขตปทุมวัน,13.744072483,100.546521293,ปทุมวัน,1373,15855,21869.6,3176,9348,1952,491.0,21.0,69.0,12.0,13846.0,1012.0,404.0,1303.25,72.0,313.2,46.8,15744.1,2831.0,1559.25,38.0,6.0,18.0,6.0,2852.0,185.0,71.0,316.6947198029099,สถานีเพลินจิต,True,0.5746799431009957,2.0113798008534847,0.4772727272727273,1.4318181818181819,0.763075227335354,0.763075227335354,0.8612765957446809,2.153191489361702,0.6915492957746479,1.7288732394366195,0.5702479338842975,2.28099173553719,0.32432432432432434,0.972972972972973,9.189111157953803,2.153191489361702,0.0,0.0,9.189111157953803,57.30466723776012,42.69533276223988,280000.0,27.83207602528209,Bad,14.86325673695779,46.30434782608695,68.47826086956522,52.17391304347826,47.391304347826086,51.53711012598329,Premium Low-Risk,51.53711012598329
คอนโด 2-ห้องนอน ที่ เดอะ พาร์ค ชิดลม ใกล้ BTS ชิดลม (ID 566072),The Park Chidlom,37000000.0,2 ห้องนอน,4,2 ห้องนอน,2 ห้องน้ำ,145.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%A5%E0%B8%A1-id-566072--b88f09a2---5153907,เขตปทุมวัน,13.7475929,100.5450391,ปทุมวัน,1374,10542,14340.05,2459,6636,1550,268.0,19.0,45.0,9.0,9442.0,606.0,153.0,723.75,64.5,212.0,34.8,10919.9,1749.5,635.6,26.0,5.0,16.0,4.0,2217.0,144.0,47.0,458.55765869515227,สถานีชิดลม,True,0.21763869132290184,0.7617354196301565,0.4318181818181818,1.2954545454545454,0.5203637365665472,0.5203637365665472,0.5157446808510638,1.2893617021276595,0.37746478873239436,0.9436619718309859,0.371900826446281,1.487603305785124,0.24324324324324326,0.7297297297297298,5.738548708997088,1.2893617021276595,0.0,0.0,5.738548708997088,32.39492195208605,67.60507804791395,255172.41379310345,25.343526922705607,Bad,42.26155112520834,83.91304347826087,60.86956521739131,73.91304347826086,77.82608695652173,69.72049655672808,Premium Low-Risk,69.72049655672808
คอนโด 3-ห้องนอน ที่ ออลซีซั่น แมนชั่น คอนโดมิเนียม ใกล้ BTS เพลินจิต (ID 1938340),All Season Mansion,45000000.0,3 ห้องนอน,29,3 ห้องนอน,4 ห้องน้ำ,317.73,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-3-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%AD%E0%B8%AD%E0%B8%A5%E0%B8%8B%E0%B8%B5%E0%B8%8B%E0%B8%B1%E0%B9%88%E0%B8%99-%E0%B9%81%E0%B8%A1%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-id-1938340--b8c70a03---5209977,เขตปทุมวัน,13.7392617,100.5485484,ปทุมวัน,1375,16597,23372.85,3311,9333,1946,650.0,23.0,59.0,36.0,14244.0,1022.0,563.0,1707.5,78.0,264.4,125.1,16143.3,2881.75,2172.8,50.0,6.0,13.0,9.0,2919.0,215.0,99.0,437.0765294828841,สถานีเพลินจิต,True,0.8008534850640113,2.8029871977240397,0.5227272727272727,1.5681818181818181,0.7850096445301736,0.7850096445301736,0.8697872340425532,2.174468085106383,0.9154929577464789,2.288732394366197,0.48760330578512395,1.9504132231404958,0.972972972972973,2.9189189189189193,12.314243196861645,2.174468085106383,0.0,0.0,12.314243196861645,79.86511766427843,20.13488233572157,141629.685582098,13.962772787408523,Bad,6.172109548313047,9.565217391304348,12.82608695652174,44.130434782608695,21.086956521739133,39.90558579878254,Premium Low-Risk,39.90558579878254
คอนโด 1-ห้องนอน ที่ มิวนิค หลังสวน ใกล้ BTS ราชดำริ (ID 922272),Muniq Langsuan,16900000.0,1 ห้องนอน,5,1 ห้องนอน,1 ห้องน้ำ,54.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%A1%E0%B8%B4%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%99-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%B4-id-922272--c11c09d8---5244190,เขตปทุมวัน,13.735062,100.544328,ปทุมวัน,1376,8020,11075.5,2159,5027,1297,136.0,24.0,33.0,13.0,7202.0,417.0,195.0,380.75,79.5,160.4,49.2,8332.8,1251.75,821.1,27.0,5.0,13.0,5.0,1900.0,140.0,69.0,740.5186076282988,สถานีราชดำริ,False,0.2773826458036984,0.9708392603129445,0.5454545454545454,1.6363636363636362,0.3969137503444475,0.3969137503444475,0.3548936170212766,0.8872340425531915,0.19154929577464788,0.4788732394366197,0.2727272727272727,1.0909090909090908,0.35135135135135137,1.0540540540540542,5.627953031420793,0.8872340425531915,1.0,0.8872340425531915,6.515187073973984,38.001504686592455,61.998495313407545,312962.962962963,31.13606019902175,Bad,30.862435114385796,66.95652173913044,76.52173913043478,65.65217391304347,66.95652173913044,64.05812865967874,Premium Low-Risk,64.05812865967874
